steelblue2                    #5CACEE
steelblue3                    #4F94CD
steelblue4                    #36648B
strawberry                    #BE2625
strawberry smoothie           #EAB5C5
summersky                     #38B0DE
surf                          #63D1F4
sweet potato vine             #A2C93A
swimming pool                 #67E6EC
tan                           #DB9370
tan (Hex3)                    #EE8833
tan (SVG)                     #D2B48C
tan1                          #FFA54F
tan2                          #EE9A49
tan4                          #8B5A2B
tangerine                     #FF7216
tank                          #615E3F
tardis blue                   #003B6F
tea leaves                    #5F755E
teal (16 SVG)                 #008080
teal LED                      #05EDFF
terreverte                    #385E0F
thistle                       #B5509C
thistle (SVG)                 #D8BFD8
thistle1                      #FFE1FF
thistle2                      #EED2EE
thistle3                      #CDB5CD
thistle4                      #8B7B8B
titanium                      #B6AFA9
titaniumwhite                 #FCFFF0
tomato (SVG)                  #FF6347
tomato2                       #EE5C42
tomato3                       #CD4F39
tomato4                       #8B3626
tongue                        #E79EA9
topaz                         #0198E1
tree moss                     #659D32
tropical blue                 #62B1F6
truegreen                     #00AF33
truepurple (Safe Hex3)        #990099
turnip                        #A74CAB
turquoise                     #0FDDAF
turquoise                     #ADEAEA
turquoise (SVG)               #40E0D0
turquoise1                    #00F5FF
turquoise2                    #00E5EE
turquoise3                    #00C5CD
turquoise4                    #00868B
turquoiseblue                 #00C78C
ty nant                       #0147FA
ultramarine                   #120A8F
ultramarine violet            #5C246E
ulysses butterfly             #1464F4
vandykebrown                  #5E2605
vanilla mint                  #B4D7BF
venetianred                   #D41A1F
verydarkbrown                 #5C4033
verylight grey                #CDCDCD
violet                        #4F2F4F
violet                        #8F5E99
violet (SVG)                  #EE82EE
violet flower                 #BF5FFF
violetred                     #CC3299
violetred                     #D02090
violetred1                    #FF3E96
violetred2                    #EE3A8C
violetred3                    #CD3278
violetred4                    #8B2252
viridianlight                 #6EFF70
wales                         #4AC948
warmgrey                      #808069
wasabi (Safe Hex3)            #66FF66
wasabi sauce                  #AEBB51
watermelon pulp               #F2473F
watermelon rind               #54632C
wavecrest                     #99CDC9
wet moss                      #3D5229
wheat                         #D8D8BF
wheat (SVG)                   #F5DEB3
wheat1                        #FFE7BA
wheat2                        #EED8AE
wheat3                        #CDBA96
wheat4                        #8B7E66
white (Safe 16 SVG Hex3)      #FFFFFF
whitesmoke (SVG)              #F5F5F5
wild violet                   #820BBB
yellow (Safe 16 SVG Hex3)     #FFFF00
yellow candy                  #EEEB8D
yellow perch                  #E0D873
yellow2 (Hex3)                #EEEE00
yellow3                       #CDCD00
yellow4                       #8B8B00
yellowgreen (SVG)             #9ACD32
yellowgreen2                  #99CC32
yellowochre                   #E38217
yolk                          #FFE600
zincwhite                     #FDF8FF
                              
